Anno,Quartiere,NIL,Uomini,Donne,Totale,Minori,Stranieri,Famiglie,Famiglie unipersonali,80 e più soli,Nati,Morti,Emigrati,Immigrati,80 e più,65 e più,Scuola dell'infanzia (numero),Scuola primaria (numero),Scuola secondaria di primo grado (numero),Area (metri quadrati),fermate linee superficie,fermate metro,piste ciclabili (m)
2017,Selinunte,57,12817,13759,26576,4664,9354,13521,6757,1127,261,265,899,583,2043,5628,2,1,0,984925 .54,47,0,0
2017,Stadera,42,14675,15425,30100,4885,6032,16008,7803,1203,258,349,974,627,2367,6684,8,5,3,3232237 .35,47,1,2600
2017,Stephenson,75,60,47,107,12,39,54,22,1,2,0,20,1,5,17,0,0,0,560097 .89,0,0,0
2017,Tibaldi,43,5543,6075,11618,1490,1982,6174,3169,571,95,133,557,295,1072,2876,2,1,1,786214 .31,22,0,0
2017,Ticinese,6,9036,10618,19654,2726,2053,9950,4761,677,164,163,852,511,1355,4358,7,3,2,1255064 .75,37,0,184
2017,Tortona,50,6823,8226,15049,2347,1180,7287,3054,582,113,130,455,263,1272,3707,4,2,0,996786 .39,23,1,730
2017,Tre Torri,59,1000,1112,2112,461,372,944,373,66,27,14,160,65,123,384,0,0,0,513316 .34,14,0,780
2017,Trenno,64,2090,2022,4112,499,354,2000,789,127,20,46,132,138,279,1220,1,0,0,489710 .56,13,0,225
2017,Triulzo Superiore,32,929,702,1631,339,1081,829,464,15,19,2,99,65,27,122,0,0,0,1395022 .03,14,1,0
2017,Umbria - Molise,28,10770,11956,22726,3428,4457,11393,5303,933,229,238,847,585,1926,5263,3,1,0,1192396 .73,43,1,2910
2017,Viale Monza,16,14266,14943,29209,4651,6829,15043,7104,931,259,285,1103,765,1980,6448,9,6,2,3005623 .49,64,4,0
2017,Vigentina,5,6372,7286,13658,2158,1433,6459,2704,521,74,155,486,270,1186,3293,4,3,3,1135239 .32,39,0,0
2017,Villapizzone,71,20217,20999,41216,6795,13163,20355,9276,1504,356,459,1418,1014,3022,8390,11,8,3,3427070 .6,84,0,902
2017,Washington,51,12007,14846,26853,4342,2521,13672,6377,1118,211,295,877,499,2300,6575,4,3,3,1306450 .76,59,0,2440
2017,XXII Marzo,26,14546,17121,31667,4797,3023,15812,7215,1232,248,342,1069,623,2562,7685,5,3,3,1637499 .71,68,0,1140
2018,Adriano,17,9156,8352,17508,3120,4300,7739,3135,334,152,98,437,583,730,2676,4,1,0,2431560 .11,34,0,1360
2018,Affori,80,12690,12651,25341,4250,7565,12259,5262,782,209,210,551,799,1650,4902,6,3,2,2070893 .65,21,2,1550
2018,Baggio,55,14282,15735,30017,4746,5994,15110,6971,1312,220,352,611,644,2816,7776,7,3,2,3478599 .96,55,0,0
2018,Bande Nere,52,20405,24171,44576,6204,7243,22767,10676,2441,355,636,889,1179,5167,12111,13,7,6,2663880 .93,73,3,0
2018,Barona,46,7965,9023,16988,2357,2518,8042,3357,825,82,249,305,277,1758,5347,3,3,1,2006324 .59,59,0,1240
2018,Bicocca,15,4398,4279,8677,1536,1509,4083,1707,147,97,47,245,251,374,1366,0,0,0,1534521 .13,39,3,3070
2018,Bovisa,77,7193,6793,13986,2133,4953,7639,4219,450,131,106,400,427,835,2361,3,2,1,1913132 .63,27,1,3470
2018,Bovisasca,81,3336,3701,7037,1047,1007,3314,1325,289,57,109,137,112,695,1976,3,1,1,1576826 .44,23,0,0
2018,Brera,2,8600,9901,18501,2992,2634,9315,4378,624,145,156,497,869,1350,4216,5,5,3,1637395 .23,63,4,1354
2018,Bruzzano,83,6281,6608,12889,2160,2547,6195,2470,391,97,124,272,224,919,3096,3,2,1,1667691 .29,21,1,0
2018,Buenos Aires - Venezia,21,29217,33221,62438,9171,7632,31230,14304,2228,470,586,1270,2124,4743,14418,9,5,4,2877542 .27,119,5,1220
2018,Cantalupa,47,266,249,515,78,93,248,109,3,7,2,16,16,18,93,0,0,0,926716 .81,2,0,1460
2018,Cascina Triulza - Expo,73,754,102,856,15,218,21,4,0,0,1,67,92,3,54,0,0,0,1729126 .9,1,0,2204
2018,Centrale,10,10196,9139,19335,2499,5361,9418,4481,574,138,143,510,1384,1198,3712,4,4,3,1556077 .52,65,5,878
2018,Chiaravalle,34,541,500,1041,118,142,524,232,29,5,8,17,4,60,281,1,0,0,311640 .12,4,0,0
2018,Città Studi,22,16887,19506,36393,4866,5324,18463,8649,1624,262,389,836,1029,3391,9126,7,8,5,2207487 .44,88,2,564
2018,Comasina,82,4764,4852,9616,1779,3292,4392,1866,339,89,82,299,155,643,1849,3,2,2,926734 .56,24,1,0
2018,Corsica,25,9049,10660,19709,2814,2845,9789,4413,813,150,199,416,514,1780,4746,5,3,3,1081329 .7,35,2,1930
2018,De Angeli - Monte Rosa,58,9717,11683,21400,3220,2622,10865,5183,898,181,245,446,719,1917,5120,3,2,3,1323078 .54,249,2,1550
2018,Dergano,79,12002,11145,23147,3792,8009,11410,5533,635,219,159,661,764,1388,3958,3,3,3,1358615 .04,29,3,325
2018,Duomo,1,8055,8834,16889,2625,2121,8439,3928,561,106,139,494,642,1195,3748,4,4,3,2341704 .07,106,8,0
2018,Ex OM - Morivione,37,3773,4061,7834,1273,1306,3660,1593,222,52,127,206,266,648,1659,2,2,2,817976 .68,10,0,510
2018,Farini,78,2072,1839,3911,580,1372,1896,837,90,40,23,125,133,198,646,0,0,0,1010230 .89,17,0,325
2018,Figino,63,1138,1174,2312,417,519,1130,492,46,22,19,45,76,100,440,2,2,1,1424713 .85,11,0,0
2018,Forze Armate,56,11604,12916,24520,3859,4650,12458,5931,971,182,268,473,438,2043,6306,7,5,2,3206902 .39,66,2,0
2018,Gallaratese,65,15094,17575,32669,4447,3777,16807,7802,1995,197,476,583,599,4542,10802,6,6,3,3894538 .21,87,5,2570
2018,Garibaldi Repubblica,9,2712,3014,5726,761,817,2877,1340,184,45,49,134,277,381,1206,1,0,0,785668 .25,27,2,1290
2018,Ghisolfa,70,8457,9518,17975,2792,3072,8939,4051,774,139,155,373,511,1459,3867,0,0,0,1051452 .21,32,0,203
2018,Giambellino,49,15026,16559,31585,5108,8272,16171,7904,1342,262,331,745,843,2539,6989,2,2,2,1965274 .21,57,4,1890
2018,Giardini Porta Venezia,3,20,19,39,5,6,23,11,1,0,1,0,0,2,7,1,0,0,249646 .83,3,0,0
2018,Gratosoglio - Ticinello,41,8912,9889,18801,2863,2948,8732,3460,906,99,237,363,262,2160,5351,3,4,2,3312818 .32,37,0,2153
2018,Greco,13,7775,8087,15862,2449,3911,7810,3559,609,128,160,374,456,1327,3361,2,2,2,1768669 .43,35,0,3460
2018,Guastalla,4,6980,8196,15176,2268,1782,7584,3395,558,113,138,361,472,1211,3760,6,7,9,1548020 .74,52,2,0
2018,Isola,11,11324,11808,23132,3250,4391,11525,5224,745,209,199,550,800,1592,4597,4,3,3,1322966 .34,53,1,285
2018,Lambrate,23,5587,5928,11515,1935,2073,5959,2820,351,110,123,263,311,828,2137,6,4,2,3096861 .87,39,0,1595
2018,Lodi - Corvetto,35,17405,18957,36362,5560,9600,18235,8478,1556,310,431,995,932,3232,8485,9,7,4,3639092 .52,54,4,1680
2018,Lorenteggio,53,6736,7484,14220,2233,2050,6791,2776,676,118,168,285,301,1618,3668,5,4,2,2635327 .1,44,0,2100
2018,Loreto,20,23744,21712,45456,6379,15695,22263,10241,1217,375,350,1288,1747,2596,7920,6,6,4,1747565 .53,56,2,640
2018,Maciachini - Maggiolina,12,12508,13667,26175,3752,5193,13265,6333,1102,188,256,599,680,2240,6140,8,3,2,1674980 .95,51,1,458
2018,Magenta - S. Vittore,7,8348,9526,17874,3078,1917,8649,3655,614,119,138,377,712,1313,3951,5,6,4,1390146 .88,58,4,1840
2018,Maggiore - Musocco,72,3088,3177,6265,1048,1113,3560,1771,168,58,40,66,285,401,1323,2,2,1,3030188 .71,47,0,0
2018,Mecenate,30,9093,10329,19422,2910,3349,9958,4646,1194,147,250,370,467,2496,5206,5,4,2,3821389 .97,86,0,1940
2018,Muggiano,54,1537,1584,3121,668,205,1405,555,41,17,13,65,62,105,389,1,1,0,444218 .42,7,0,1040
2018,Navigli,44,8148,9109,17257,2534,2194,8741,4327,550,182,155,437,551,1145,3363,4,1,0,1483927 .87,58,2,8020
2018,Niguarda - Cà Granda,14,17508,19388,36896,5422,5701,18669,8600,1678,248,480,870,694,3614,9869,10,6,4,4251281 .95,115,0,859
2018,Ortomercato,29,2181,2109,4290,660,1652,2115,1046,150,35,43,96,123,326,850,1,1,1,1402519 .65,15,0,1400
2018,Padova,19,18614,18917,37531,5614,12972,18597,8596,1385,307,345,1057,1098,2951,7804,7,4,4,2061945 .5,49,2,650
2018,Pagano,68,8316,9392,17708,3111,1752,8548,3756,674,128,166,293,518,1423,4098,2,2,2,1289734 .29,53,1,1887
2018,Parco Agricolo Sud,87,169,150,319,77,41,143,62,7,3,0,11,12,13,44,0,0,0,5844580 .12,1,0,2750
2018,Parco Bosco in Città,88,300,296,596,150,149,266,132,4,1,1,7,47,17,85,0,0,0,7837668 .61,22,0,100
2018,Parco dei Navigli,86,172,125,297,53,60,143,66,4,1,2,12,12,8,31,0,0,0,3617836 .27,2,0,0
2018,Parco delle Abbazie,85,228,218,446,131,182,169,75,4,9,1,13,11,8,36,0,0,0,13722000,22,0,1940
2018,Parco Forlanini - Ortica,24,2054,602,2656,186,1943,581,314,25,17,1,115,207,39,139,0,0,0,2925814 .52,16,1,3800
2018,Parco Lambro - Cimiano,18,9185,10518,19703,2788,3109,10519,4906,1160,144,257,448,486,2295,5464,7,4,3,4971969 .5,61,3,1940
2018,Parco Monlué - Ponte Lambro,31,2865,2446,5311,993,2058,2278,1002,101,60,36,194,212,211,744,1,1,0,2639289 .21,21,0,3430
2018,Parco Nord,84,48,50,98,18,18,43,21,3,1,0,2,2,5,13,1,1,0,1533639 .39,12,0,1200
2018,Parco Sempione,8,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,470434 .33,8,0,1350
2018,Porta Romana,27,7863,8837,16700,2313,1735,8550,4039,562,160,130,345,624,1155,3530,1,2,1,1002793 .53,36,1,420
2018,Portello,67,4004,4520,8524,1323,888,4289,1959,387,63,97,157,301,806,2175,3,3,2,909636 .6,22,0,0
2018,QT 8,66,1877,2263,4140,663,475,2006,863,220,29,42,69,93,429,1049,3,2,1,1024437 .42,18,1,917
2018,Quarto Cagnino,61,4788,5170,9958,1559,1115,4878,2078,348,90,112,179,165,865,2606,3,1,1,986391 .48,29,0,630
2018,Quarto Oggiaro,76,14790,15939,30729,5040,7434,15153,6760,1265,194,405,690,475,2611,7042,6,5,3,2778263 .75,47,2,840
2018,Quinto Romano,62,2321,2450,4771,643,555,2363,998,158,24,47,80,94,360,1262,1,1,0,1645859 .77,19,0,1680
2018,Quintosole,39,773,152,925,47,156,168,94,8,2,10,76,126,24,140,0,0,0,1057528 .77,4,0,0
2018,Ripamonti,38,7184,7689,14873,2374,1828,7264,2886,582,119,116,277,330,1244,3770,4,2,1,1853233 .5,34,0,930
2018,Rogoredo,33,5255,5010,10265,2113,1960,4990,2207,208,98,63,243,238,417,1472,2,1,1,1200161 .64,8,0,0
2018,Ronchetto delle Rane,40,389,352,741,135,114,329,100,10,2,4,12,9,27,110,0,0,0,188870 .6,1,0,0
2018,Ronchetto sul Naviglio,48,6901,7726,14627,2060,1866,7460,3313,624,71,160,321,358,1443,4147,4,4,3,2406775 .2,39,0,4430
2018,S. Cristoforo,45,6775,6995,13770,2100,2773,7404,3895,469,110,120,344,504,969,3035,5,1,1,1596174 .14,37,0,4200
2018,S. Siro,60,6165,6618,12783,2212,2335,5967,2119,440,78,119,296,362,1140,2959,6,8,3,3435307 .37,65,0,0
2018,Sacco,74,150,112,262,33,69,135,59,8,0,2,7,7,17,62,0,0,0,708465 .8,4,0,2204
2018,Sarpi,69,14284,16744,31028,5073,5253,15267,7102,995,253,286,629,973,2174,6230,5,4,3,1811914 .53,70,0,0
2018,Scalo Romana,36,6777,5995,12772,1968,4529,6279,3097,286,120,91,353,479,607,2165,0,1,0,1736727 .98,26,0,2000
2018,Selinunte,57,13042,13875,26917,4727,9686,13711,6925,1126,278,264,650,802,2075,5606,2,1,0,984925 .54,47,0,0
2018,Stadera,42,14767,15448,30215,4737,6088,16148,7939,1221,220,291,610,749,2458,6688,7,5,3,3232237 .35,47,1,2600
2018,Stephenson,75,69,49,118,15,45,56,22,1,3,0,2,5,6,19,0,0,0,560097 .89,0,0,0
2018,Tibaldi,43,5566,6098,11664,1484,2029,6231,3260,575,77,122,298,367,1092,2844,2,1,1,786214 .31,22,0,0
2018,Ticinese,6,9097,10650,19747,2669,2075,10037,4864,698,136,162,430,686,1419,4390,7,3,2,1255064 .75,37,0,184
2018,Tortona,50,6838,8240,15078,2322,1216,7335,3128,616,112,162,270,397,1320,3690,4,1,0,996786 .39,23,1,730
2018,Tre Torri,59,1041,1146,2187,461,388,997,386,63,22,22,70,84,126,384,0,0,0,513316 .34,14,0,780
2018,Trenno,64,2076,2023,4099,485,370,1989,816,135,23,31,81,80,305,1267,1,0,0,489710 .56,13,0,225
2018,Triulzo Superiore,32,969,729,1698,358,1139,844,469,19,17,2,51,53,29,130,0,0,0,1395022 .03,14,1,0
2018,Umbria - Molise,28,10931,12112,23043,3481,4602,11573,5445,952,205,227,501,628,1958,5257,3,1,0,1192396 .73,43,1,2910
2018,Viale Monza,16,14449,15080,29529,4593,6928,15350,7332,966,238,250,731,795,2087,6507,9,6,2,3005623 .49,64,4,0
2018,Vigentina,5,6416,7300,13716,2120,1437,6536,2769,549,88,139,284,453,1243,3294,4,3,3,1135239 .32,39,0,0
2018,Villapizzone,71,20348,21120,41468,6702,13281,20531,9438,1516,343,430,1015,1109,3073,8398,10,8,3,3427070 .6,84,0,902
2018,Washington,51,12100,14916,27016,4307,2546,13790,6464,1138,185,292,508,719,2358,6556,4,3,3,1306450 .76,59,0,2440
2018,XXII Marzo,26,14735,17255,31990,4810,3125,16029,7394,1260,233,289,584,885,2655,7709,5,3,3,1637499 .71,68,0,1140
